,movie_id,title,genre,description
3371,3440,Teenage Mutant Ninja Turtles III (1993),Action Children's Fantasy,"When their closest friend April O'Neil discovers an ancient scepter with magical powers, the turtles must cow-a-bunga their way back to 17th century Japan to rescue her from the evil clutches of Lord Norinaga."
3372,3441,Red Dawn (1984),Action War,"It is the dawn of World War III. In mid-western America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces."
3373,3442,Band of the Hand (1986),Action,Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.
3374,3443,Born American (1986),Action Drama Thriller,"Three American students vacationing in Finland, cross the border into Russia for fun of it. When they are spotted by the Russian soldiers who are shooting to kill, it's not fun anymore. ..."
3375,3444,Bloodsport (1988),Action,"""Bloodsport"" follows"
3376,3445,Eyes of Laura Mars (1978),Mystery Thriller,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.
3377,3446,Funny Bones (1995),Comedy,An unsuccessful comedian uncovers a family secret and learns the true price of letting inherent talent shine.
3378,3447,"Good Earth, The (1937)",Drama,
3379,3448,"Good Morning, Vietnam (1987)",Comedy Drama War,"In 1965, an unorthodox and irreverent DJ named"
3380,3449,"Good Mother, The (1988)",Drama,A divorced mother may lose custody of her young daughter to her ex-husband after he learns that the little girl crawled into bed with the mother and her boyfriend.
3381,3450,Grumpy Old Men (1993),Comedy,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.
3382,3451,Guess Who's Coming to Dinner (1967),Comedy Drama,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
3383,3452,Romeo Must Die (2000),Action Romance,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.
3384,3453,Here on Earth (2000),Drama Romance,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.
3385,3454,Whatever It Takes (2000),Comedy Romance,A modern-day remake of the Cyrano DeBergerac tale.
3386,3455,Buddy Boy (1999),Drama Thriller,An introvert relieves the tedium of caring for his invalid mother by spying on his neighbor.
3387,3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,"The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife."
3388,3457,Waking the Dead (1999),Drama,Detective Superintendent Peter Boyd is the leader of a Police team which investigates unsolved murders using modern technology.
3389,3458,Blood and Sand (Sangre y Arena) (1989),Drama Romance,Juan is a young Spanish man whose dream is to become one of the famous toreros. When he was caught making an illegal (and in fact for the real torero life endangering) night bullfight with ...
3390,3459,Gothic (1986),Drama Horror,The Shelleys visit Lord Byron and compete to write a horror story.
3391,3460,Hillbillys in a Haunted House (1967),Comedy,A trio of country singers becomes stranded at a haunted mansion and gets mixed up with spies.
3392,3461,Lord of the Flies (1963),Adventure Drama Thriller,Schoolboys marooned on a Pacific island create their own savage civilization.
3393,3462,Modern Times (1936),Comedy,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.
3394,3463,Last Resort (1994),Comedy,Sam and Dave are living the boring life until they are beckoned to Sam's uncle's Island. When they get there (still not quite sure how that worked) they are compelled by beautiful women and...
3395,3464,Solar Crisis (1993),Sci-Fi Thriller,A huge Solar flare is predicted to fry Earth. Astronauts must fly to the sun to drop a talking bomb (Freddy) at the right time so the flare will point somewhere else. Giant IXL Corp C.E.O. ...
3396,3465,That's Life! (1986),Drama,A wealthy yet depressed architect and his sympathetic wife strive to conquer their life issues in anticipation of Harvey Fairchild's (Jack Lemmon's) 60th birthday party.
3397,3466,Heart and Souls (1993),Comedy Fantasy,An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.
3398,3467,Hud (1963),Drama Western,"Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash."
3399,3468,"Hustler, The (1961)",Drama,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
3400,3469,Inherit the Wind (1960),Drama,"Based on a real-life case in 1925, two great lawyers argue the case for and against a science teacher accused of the crime of teaching evolution."
3401,3470,Dersu Uzala (1974),Adventure Drama, Tanya 
3402,3471,Close Encounters of the Third Kind (1977),Drama Sci-Fi,"Roy Neary, an electric lineman, watches how his quiet and ordinary daily life turns upside down after a close encounter with a UFO."
3403,3472,Horror Hotel (a.k.a. The City of the Dead) (1960),Horror, Tanya 
3404,3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,"The European equivalent of ""The Return of the Secaucus 7,"" this Swiss film looks at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" ..."
3405,3474,Retroactive (1997),Sci-Fi Thriller,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.
3406,3475,"Place in the Sun, A (1951)",Drama Romance,A poor boy gets a job working for his rich uncle and ends up falling in love with two women.
3407,3476,Jacob's Ladder (1990),Horror Mystery Thriller,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death."
3408,3477,Empire Records (1995),Comedy Drama,Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.
3409,3478,"Bamba, La (1987)",Drama,Biographical story of the rise from nowhere of early rock and roll singer
3410,3479,Ladyhawke (1985),Adventure Fantasy Romance,"The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston."
3411,3480,Lucas (1986),Drama,"A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other."
3412,3481,High Fidelity (2000),Comedy,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
3413,3482,Price of Glory (2000),Drama,"An ex-boxer, living with the knowledge that his fight career was cut short by a crooked manager, channels his bitter disappointment in a single-minded quest for boxing championships for his..."
3414,3483,"Road to El Dorado, The (2000)",Animation Children's,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado."
3415,3484,"Skulls, The (2000)",Thriller,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price."
3416,3485,Autopsy (Macchie Solari) (1975),Horror,A pathology med student and a priest team up to investigate a wave of suicides blamed on sun spots and discover a number of them to be actual murders.
3417,3486,Devil Girl From Mars (1954),Sci-Fi,"An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock."
3418,3487,"Dorado, El (1967)",Western, Tanya 
3419,3488,"Hideous Sun Demon, The (1959)",Horror Sci-Fi,
3420,3489,Hook (1991),Adventure Fantasy,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy."
3421,3490,Horror Express (1972),Horror,"While travelling on the Trans-Siberian Express, an anthropologist and his rival must contain the threat posed by the former's cargo: a prehistoric ape which is the host for a lifeform that is absorbing the minds of the passengers and crew."
3422,3491,My Chauffeur (1986),Comedy,A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.
3423,3492,"Son of the Sheik, The (1926)",Adventure,"The son of the sheik and a dancing girl fall in love, but when he is made to believe she has betrayed him he seeks revenge."
3424,3493,Torso (Corpi Presentano Tracce di Violenza Carnale) (1973),Horror,A string of appalling lust murders shocks the University of Perugia as a sadistic serial killer strangles to death beautiful college girls with a red and black scarf.
3425,3494,True Grit (1969),Adventure Western,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory."
3426,3495,Roadside Prophets (1992),Comedy Drama,Two strangers meet on the road and travel through Nevada on motorcycle to find an elusive spot where they can dump another man's ashes.
3427,3496,Madame Sousatzka (1988),Drama,"Renowned Russian piano teacher Irina Sousatzka gets a new student - Bengali piano prodigy Manek. They are both immigrants in the UK and bond quickly. When Manek's single mother's business fails, he must make a career decision."
3428,3497,Max Dugan Returns (1983),Comedy,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.
3429,3498,Midnight Express (1978),Drama,
3430,3499,Misery (1990),Horror,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse."
3431,3500,Mr. Saturday Night (1992),Comedy Drama,"The life of Buddy Young, a comic legend in flashbacks but an old man looking for work in the present."
3432,3501,Murphy's Romance (1985),Comedy Romance,33 y.o. Emma moves to a ranch with her son after divorce. She offer stable to horse owners. It's tough at first. She befriends the older Murphy. Her ex shows up.
3433,3502,My Life (1993),Drama,A terminally ill man prepares for his death.
3434,3503,Solaris (Solyaris) (1972),Drama Sci-Fi,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.
3435,3504,Network (1976),Comedy Drama,A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit.
3436,3505,No Way Out (1987),Thriller,A coverup and witchhunt occur after a politician accidentally kills his mistress.
3437,3506,North Dallas Forty (1979),Comedy Drama,A satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the team family is bitterly resented by his disciplinarian coaches.
3438,3507,"Odd Couple, The (1968)",Comedy,"Felix's daughter Edna is getting married, and his wife Gloria throws him out of the house for a few days, so that she can plan the wedding herself, without him getting in the way. Felix ..."
3439,3508,"Outlaw Josey Wales, The (1976)",Western,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
3440,3509,Black and White (1999),Drama,"Thriller starring Gina Gershon as hard-edged, experienced cop Nora 'Hugs' Hugosian, who is assigned a new partner - rookie cop Chrids O'Brien (Rory Cochrane) - to help her with the serial ..."
3441,3510,Frequency (2000),Drama Thriller,"An accidental cross-time radio link connects father and son across 30 years. The son tries to save his father's life, but then must fix the consequences."
3442,3511,Ready to Rumble (2000),Comedy,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.
3443,3512,Return to Me (2000),Drama Romance,A man who falls in love with the woman who received his wife's heart must decide which woman it is who holds his heart.
3444,3513,Rules of Engagement (2000),Drama Thriller,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.
3445,3514,Joe Gould's Secret (2000),Drama,"Around 1940, The New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character, who is writing a voluminous Oral History of the World, a record of twenty thousand conversations he's overheard."
3446,3515,Me Myself I (2000),Comedy,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.
3447,3516,"Bell, Book and Candle (1958)",Comedy Romance,"A modern-day witch likes her neighbor but despises his fiancée, so she enchants him to love her instead."
3448,3517,"Bells, The (1926)",Crime Drama,
3449,3518,"End of Violence, The (1997)",Drama Thriller,
3450,3519,Force 10 from Navarone (1978),Action War,"During World War II, several oddly assorted military experts are teamed in a mission to raid and destroy a bridge vital to enemy strategy."
3451,3520,How to Stuff a Wild Bikini (1965),Comedy,"Frankie, on naval-reserve duty in Tahiti, doesn't trust Dee Dee to stay faithful, so he hires Bwana, a witch doctor, to help. Bwana conjures up a floating bikini, ""stuffs"" it with Cassandra..."
3452,3521,Mystery Train (1989),Comedy Crime Drama,Three stories are connected by a Memphis hotel and the spirit of Elvis Presley.
3453,3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama,The story of two anarchists who were charged and unfairly tried for murder when it was really for their political convictions.
3454,3523,Taffin (1988),Action Thriller,An Irish tough-guy debt collector is asked by his local community to help rid the town of developers bent on building a chemical plant on the outskirts of town. The developers are ruthless ...
3455,3524,Arthur (1981),Comedy Romance,"Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money."
3456,3525,Bachelor Party (1984),Comedy,A soon-to-be-married man's friends throw him the ultimate bachelor party.
3457,3526,Parenthood (1989),Comedy Drama,"The Buckmans are a midwestern family all dealing with their lives: estranged relatives, raising children, pressures of the job, and learning to be a good parent and spouse."
3458,3527,Predator (1987),Action Sci-Fi Thriller,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.
3459,3528,"Prince of Tides, The (1991)",Drama Romance,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.
3460,3529,"Postman Always Rings Twice, The (1981)",Crime Thriller,The sensuous wife of a lunch wagon proprietor and a rootless drifter begin a sordidly steamy affair and conspire to murder her Greek husband.
3461,3530,Smoking/No Smoking (1993),Comedy,An examination of the possible consequences of a certain event.
3462,3531,All the Vermeers in New York (1990),Comedy Drama Romance,"Anna, a French actress, is approached by financial broker Gordon in the Vermeer room of a New York gallery. However, romance does not ensue..."
3463,3532,Freedom for Us (� nous la libert� ) (1931),Comedy,"Seeking better life, two convicts escape from prison."
3464,3533,"Actor's Revenge, An (Yukinojo Henge) (1963)",Drama,"Yukinojo, a Kabuki actor, seeks revenge by destroying the three men who caused the deaths of his parents. Also involved are the daughter of one of Yukinojo's targets, two master thieves, and a swordsman who himself is out to kill Yukinojo."
3465,3534,28 Days (2000),Comedy,A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.
3466,3535,American Psycho (2000),Comedy Horror Thriller,"A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
3467,3536,Keeping the Faith (2000),Comedy Romance,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance."
3468,3537,Where the Money Is (2000),Comedy Drama,"Old bank robber Henry, paralyzed from a stroke, is moved from a prison hospital to a retirement home, where Carol is a nurse. She doesn't believe he's paralyzed and sees him as a way out of her boring life."
3469,3538,East is East (1999),Comedy,"In early 1970s England, a Pakistani father finds the authority he has previously maintained challenged by his increasingly Anglicized children."
3470,3539,"Filth and the Fury, The (2000)",Documentary,"A film about the career of the notorious punk rock band, the Sex Pistols."
3471,3540,Passion of Mind (1999),Romance Thriller,A psychological romantic thriller where fantasy and reality become indistinguishable for a woman leading a double life in her dreams.
3472,3541,Third World Cop (1999),Action,"A police officer returns to his neighborhood in Kingston, Jamaica to find himself in conflict with his childhood friend who is now the right-hand-man of the local gang-lord in a gun-running racket. Jamaica's highest-grossing film to date."
3473,3542,Coming Apart (1969),Drama,Psychiatrist installs a concealed movie camera in his apartment to record the screwed-up lives of the women who visit him.
3474,3543,Diner (1982),Comedy Drama,A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.
3475,3544,Shakes the Clown (1991),Comedy,Shakes is good at his job as party clown - when he's sober and shows up. Five druggy clowns frame him for the murder of his boss.
3476,3545,Cabaret (1972),Musical War,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
3477,3546,What Ever Happened to Baby Jane? (1962),Drama Thriller,A former child star torments her paraplegic sister in their decaying Hollywood mansion.
3478,3547,Prick Up Your Ears (1987),Drama,"Biographer John Lahr is writing a book about playwright Joe Orton. Joe and Kenneth meet at drama school and live together for ten years as lovers and collaborators. Both want to be writers, but only one of them is successful."
3479,3548,Auntie Mame (1958),Comedy Drama,An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.
3480,3549,Guys and Dolls (1955),Musical,"In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game."
3481,3550,"Hunger, The (1983)",Horror,"A love triangle develops between a beautiful yet dangerous vampire, her cellist companion, and a gerontologist."
3482,3551,Marathon Man (1976),Thriller,"A history student becomes caught in the middle of a dangerous international plot involving Nazis, stolen jewels, and government agents."
3483,3552,Caddyshack (1980),Comedy,An exclusive golf course has to deal with a brash new member and a destructive dancing gopher.
3484,3553,Gossip (2000),Drama Thriller,"Three college students base their class project around gossip and how fast it spreads, which soon spirals out of control."
3485,3554,Love and Basketball (2000),Drama Romance,"Jackie's date night with Curtis takes a surprising turn when she tells him about her plan to have a child. Meanwhile, Mariah talks her balding hubby into getting hair transplant surgery. ..."
3486,3555,U-571 (2000),Action Thriller,A German submarine is boarded by disguised American submariners trying to capture their Enigma cipher machine.
3487,3556,"Virgin Suicides, The (1999)",Comedy Drama,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s."
3488,3557,Jennifer 8 (1992),Thriller,"John Berlin, a big-city cop from Los Angeles, moves to a small-town police force and immediately finds himself investigating a murder. Using theories rejected by his colleagues John meets a..."
3489,3558,"Law, The (Le Legge) (1958)",Drama, Tanya 
3490,3559,Limelight (1952),Drama,A fading comedian and a suicidally despondent ballet dancer must look to each other to find purpose and hope in their lives.
3491,3560,Phantom Love (Ai No Borei) (1978),Drama,"A married woman and her lover murder her husband and dump his body into a well. After a while, his ghost comes to haunt them while the local gossip grows stronger."
3492,3561,Stacy's Knights (1982),Drama,"Two young gamblers are on a non-stop roll, but soon the casino wants to even the odds and bring their winning streak to a close."
3493,3562,Committed (2000),Comedy Drama,A young woman goes in search of her midlife crisis suffering husband who left her.
3494,3563,"Crow: Salvation, The (2000)",Action Horror,Alex Corvis returns to the world of the living to solve the murder of a young woman that he was wrongly accused of.
3495,3564,"Flintstones in Viva Rock Vegas, The (2000)",Children's Comedy,"In this live-action prequel to The Flintstones (1994), the Flintstones and the Rubbles go on a trip to Rock Vegas, where Wilma Slaghoople (Kristen Johnston) is pursued by playboy Chip Rockefeller (Thomas Gibson)."
3496,3565,Where the Heart Is (2000),Comedy Drama,"A pregnant seventeen-year-old rebuilds her life after being abandoned by her boyfriend at a Walmart in Sequoyah, Oklahoma."
3497,3566,"Big Kahuna, The (2000)",Comedy Drama,
3498,3567,Bossa Nova (1999),Comedy, Tanya 
3499,3568,Smiling Fish and Goat on Fire (1999),Drama,"Two brothers share a house in the Fairfax district of LA: Tony a feckless actor, Chris an accountant. Both have relationships on rocky ground. As these emotions swirl, Tony meets his letter..."
3500,3569,"Idiots, The (Idioterne) (1998)",Comedy Drama,"The group of people gather at the house in Copenhagen suburb to break all the limitations and to bring out the ""inner idiot"" in themselves."
3501,3570,"Last September, The (1999)",Drama,
3502,3571,Time Code (2000),Drama,Four frames of simultaneous action that alternately follow a smitten lesbian lover as she obsesses over her partner's dalliances and the tense goings-on of a Hollywood film production company.
3503,3572,Carnosaur (1993),Horror Sci-Fi,A genetically manipulated and very hungry dinosaur escapes from a bioengineering company and reeks havoc on the local desert town. A security guard and a girl environmentalist try to stop both it and the company's doomsday bioweapon.
3504,3573,Carnosaur 2 (1995),Horror Sci-Fi,A team of scientists go to a nuclear mining facility to investigate a possible meltdown and instead find a large amount of cloned dinosaurs.
3505,3574,Carnosaur 3: Primal Species (1996),Horror Sci-Fi,"International terrorists get a surprise when their cargo turns out to contain living dinosaurs. The army commando team now have to think fast, if they want to prevent the extinction of the human species, instead of the reptiles."
3506,3575,Defying Gravity (1997),Drama,"Griff wants to maintain just a superficial relationship with his all-gay boyfriend, who gets seriously wounded in a gay bashing."
3507,3576,"Hidden, The (1987)",Action Horror Sci-Fi,A cop and an FBI agent race for answers after law abiding people suddenly become violent criminals.
3508,3577,Two Moon Juction (1988),Drama, Tanya 
3509,3578,Gladiator (2000),Action Drama,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.
3510,3579,I Dreamed of Africa (2000),Drama,"Kuki, a divorced Italian socialite, changes her life after a serious car crash. She accepts a marriage proposal from Paolo Gallmann, a man she doesn't know well, and she moves to Kenya with..."
3511,3580,Up at the Villa (2000),Drama,"A widow finds choosing a new husband might not be her choice at all, as the actions of her various prospects confine her freedom."
3512,3581,Human Traffic (1999),Drama,"Five friends spend one lost weekend in a mix of music, love and club culture."
3513,3582,"Jails, Hospitals & Hip-Hop (2000)",Drama,"From the mind of Brooklyn actor, performance artist and Hip-Hop activist Danny Hoch, this film spins out the stories of ten lives shocked by global Hip-Hop, the prison system and life in ..."
3514,3583,Black Tights (Les Collants Noirs) (1960),Drama, Tanya 
3515,3584,Breathless (1983),Action Drama Romance Thriller,"When Jesse Lujack steals a car in Las Vegas and drives down to LA, his criminal ways only escalate- but when will it end?"
3516,3585,"Great Locomotive Chase, The (1956)",Adventure War,During the Civil War Union spy Andrews and his men volunteer to steal a Confederate train and drive it to Union territory while destroying the Confederate railway system along the way.
3517,3586,"Idolmaker, The (1980)",Drama,
3518,3587,Inferno (1980),Horror,An American college student in Rome and his sister in New York investigate a series of killings in both locations where their resident addresses are the domain of two covens of witches.
3519,3588,"King of Marvin Gardens, The (1972)",Crime Drama,A daydreamer convinces his radio personality brother to help fund one of his get-rich-quick schemes.
3520,3589,"Kill, Baby... Kill! (Operazione Paura) (1966)",Horror,"A Carpathian village is haunted by the ghost of a murderous little girl, prompting a coroner and a medical student to uncover her secrets while a witch attempts to protect the villagers."
3521,3590,"Lords of Flatbush, The (1974)",Comedy,Two members of a social club in 1950s Brooklyn have more interest in romance than in rumbles.
3522,3591,Mr. Mom (1983),Comedy Drama,"After he's laid off, a husband switches roles with his wife. She returns to the workforce, and he becomes a stay-at-home dad, a job he has no clue how to do."
3523,3592,Time Masters (Les Ma�tres du Temps) (1982),Animation Sci-Fi, Tanya 
3524,3593,Battlefield Earth (2000),Action Sci-Fi,"It's the year 3000 A.D., and the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, who are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime."
3525,3594,Center Stage (2000),Drama,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.
3526,3595,Held Up (2000),Comedy, Tanya 
3527,3596,Screwed (2000),Comedy,"A chauffeur kidnaps his rich boss's dog to hold it for ransom, but when she accidentally gets the dog back, she thinks that it's the chauffeur who's been kidnapped."
3528,3597,Whipped (2000),Comedy,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman."
3529,3598,Hamlet (2000),Drama,Modern-day New York City adaptation of Shakespeare's immortal story about Hamlet's plight to avenge his father's murder.
3530,3599,Anchors Aweigh (1945),Comedy Musical,A pair of sailors on leave try to help a movie extra become a singing star.
3531,3600,Blue Hawaii (1961),Comedy Musical,"After arriving back in Hawaii from the Army, Chad Gates (Elvis Presley) defies his parents' wishes for him to work at the family business and instead goes to work as a tour guide at his girlfriend's agency."
3532,3601,"Castaway Cowboy, The (1974)",Comedy Western,"A Texas cowboy is rescued at sea by a 12-year-old boy. While he waits to return home, he decides to help out his rescuer's family."
3533,3602,G. I. Blues (1960),Musical,"Taison Maeda's Teiken High School class goes on a field trip to the Kansai region of Japan, which is where Taison is from. Taison's little brother Youkou sent a message to Taison and his ..."
3534,3603,"Gay Deceivers, The (1969)",Comedy,"Danny and Elliot avoid military service by pretending to be gay, but they have to act the part when the recruiting officer doesn't buy it."
3535,3604,Gypsy (1962),Musical,"Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother, Mama Rose."
3536,3605,King Creole (1958),Drama Musical,"A troubled youth's singing sets New Orleans rockin'. With a sweet girl to love him and nightclubbers cheering, it seems he will shake off his past and head for the top. But will a mobster and his man-trap moll snare him in a life of crime?"
3537,3606,On the Town (1949),Musical,Three sailors wreak havoc as they search for love during a whirlwind 24-hour leave in New York City.
3538,3607,One Little Indian (1973),Comedy Drama Western,"On the run from the Cavalry, a man tries to disappear while accompanied by two camels and a runaway boy. His escape is made harder when he meets a widow and her daughter who may turn him in."
3539,3608,Pee-wee's Big Adventure (1985),Comedy,"When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life."
3540,3609,Regret to Inform (1998),Documentary,"In this film made over ten years, filmmaker Barbara Sonneborn goes on a pilgrimage to the Vietnamese countryside where her husband was killed. She and translator (and fellow war widow) Xuan..."
3541,3610,Roustabout (1964),Musical,"After a singer loses his job at a coffee shop, he finds employment at a struggling carnival, but his attempted romance with a teenager leads to friction with her father."
3542,3611,Saludos Amigos (1943),Animation Children's Comedy,Disney animators tour South America and present four animated shorts inspired by their trip.
3543,3612,"Slipper and the Rose, The (1976)",Adventure Musical Romance,"In the tiny kingdom of Euphrania, the King (Sir Michael Hordern) and his court are most anxious to get Prince Edward (Richard Chamberlain) wed. But Edward wants to marry for love. Meanwhile..."
3544,3613,Things Change (1988),Comedy,Shoe-shiner Gino is hired to take the rap for a mafia murder. Two-bit gangster Jerry watches over Gino and gives him a weekend to remember.
3545,3614,Honeymoon in Vegas (1992),Comedy Romance,"Jack loses $65,000 in poker in Las Vegas, where he's marrying Betsy. The wedding will have to wait as the poker winner wants the weekend with Betsy to cancel the debt. She accepts. Whom will she marry?"
3546,3615,Dinosaur (2000),Animation Children's,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.
3547,3616,Loser (2000),Comedy Romance,"A college student, branded a loser by his roommates and booted from the dorm, falls in love with a coed who has eyes for their condescending professor."
3548,3617,Road Trip (2000),Comedy,Four college buddies embark on a road trip to retrieve an illicit tape mistakenly mailed to a female friend.
3549,3618,Small Time Crooks (2000),Comedy,A loser of a crook and his wife strike it rich when a botched bank job's cover business becomes a spectacular success.
3550,3619,"Hollywood Knights, The (1980)",Comedy,"Led by their comedic leader, Turk, the Hollywood Knights car club raise hell throughout Beverly Hills on Halloween Night, 1965."
3551,3620,"Myth of Fingerprints, The (1997)",Comedy Drama,"A few days spent in close proximity to each other soon leads to family secrets and old resentments being revealed, which threaten to splinter an already dysfunctional family."
3552,3621,Possession (1981),Drama Horror,A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.
3553,3622,"Twelve Chairs, The (1970)",Comedy,"In 1920s Soviet Russia, a fallen aristocrat, a priest and a con artist search for a treasure of jewels hidden inside one of twelve dining chairs, lost during the revolution."
3554,3623,Mission: Impossible 2 (2000),Action Thriller,
3555,3624,Shanghai Noon (2000),Action,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss."
3556,3625,Better Living Through Circuitry (1999),Documentary,This is a documentary film about the history of the U.S. rave scene which includes a fantastic soundtrack. Both the film and soundtrack capture the people and the music that shaped the ...
3557,3626,8 1/2 Women (1999),Comedy,"Following the death of a mother, a father and son open up a brothel in their Genevan estate after watching"
3558,3627,Carnival of Souls (1962),Horror Thriller,"After a traumatic accident, a woman becomes drawn to a mysterious abandoned carnival."
3559,3628,Flying Tigers (1942),Action Drama War,Capt. Jim Gordon's command of the famed American mercenary fighter group in China is complicated by the recruitment of an old friend who is a reckless hotshot.
3560,3629,"Gold Rush, The (1925)",Comedy,A prospector goes to the Klondike in search of gold and finds it and more.
3561,3630,"House of Exorcism, The (La Casa dell'esorcismo) (1974)",Horror, Tanya 
3562,3631,It's in the Water (1998),Comedy,"Residents of the fictional town of Azalea Springs, Texas go into a panic after a gay local says the town's water supply is what made him gay."
3563,3632,Monsieur Verdoux (1947),Comedy,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards."
3564,3633,On Her Majesty's Secret Service (1969),Action,James Bond woos a mob boss' daughter and goes undercover to uncover the true reason for Ernst Stavro Blofeld's allergy research in the Swiss Alps involving beautiful women from around the world.
3565,3634,Seven Days in May (1964),Thriller,United States military leaders plot to overthrow the President because he supports a nuclear disarmament treaty and they fear a Soviet sneak attack.
